url,canonical_now,canonical_final,action,why
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-21-full-liquor-license-for-liquor-stores/","https://www.liquorlicenseagents.com/cities/san-francisco-type-21-full-liquor-license-for-liquor-stores/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-41-beer-and-wine-license-for-restaurants","https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-41-beer-and-wine-license-for-restaurants/","https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-47-full-liquor-license-for-restaurants","https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-47-full-liquor-license-for-restaurants/","https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-48-full-liquor-license-for-bars-and-nightclubs","https://www.liquorlicenseagents.com/cities/san-francisco-type-48-full-liquor-license-for-bars-and-nightclubs/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/san-francisco-type-48-full-liquor-license-for-bars-and-nightclubs/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-gabriel/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1","https://www.liquorlicenseagents.com/cities/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/","https://www.liquorlicenseagents.com/cities/san-gabriel/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-gabriel/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/","https://www.liquorlicenseagents.com/cities/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/","https://www.liquorlicenseagents.com/cities/san-gabriel/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/","CHANGE TO SELF","its canonical target /cities/san-gabriel-liquor-licenses-for-restaurants-bars-and-retailers-1/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-jose/san-jose-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-jose/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-jose/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-jose/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/san-jose-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-juan-capistrano/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-juan-capistrano/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-juan-capistrano/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-juan-capistrano/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/san-juan-capistrano-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/santa-barbara/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/santa-barbara/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/santa-barbara/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/santa-barbara/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/city-of-santa-barbara-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/signal-hill-estates/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/signal-hill-estates/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/signal-hill-estates/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/signal-hill-estates/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/signal-hill-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/simi-valley/simi-valley-liquor-licenses-for-new-and-existing-businesses","https://www.liquorlicenseagents.com/cities/simi-valley-liquor-licenses-for-new-and-existing-businesses/","https://www.liquorlicenseagents.com/cities/simi-valley/simi-valley-liquor-licenses-for-new-and-existing-businesses/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/simi-valley-liquor-licenses-for-new-and-existing-businesses/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/simi-valley/simi-valley-liquor-licenses-for-new-and-existing-businesses/","https://www.liquorlicenseagents.com/cities/simi-valley-liquor-licenses-for-new-and-existing-businesses/","https://www.liquorlicenseagents.com/cities/simi-valley/simi-valley-liquor-licenses-for-new-and-existing-businesses/","CHANGE TO SELF","its canonical target /cities/simi-valley-liquor-licenses-for-new-and-existing-businesses/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/south-pasadena/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/south-pasadena/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/south-pasadena/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/south-pasadena/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/south-pasadena-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/amador-county/amador-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/amador-county/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/amador-county/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/amador-county/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/florida-county/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/florida-county/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/florida-county/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/florida-county/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/nassau-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/florida-county/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/florida-county/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/florida-county/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/florida-county/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/sarasota-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/fresno-county/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/fresno-county/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/fresno-county/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/fresno-county/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/fresno-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/glenn-county/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/glenn-county/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/glenn-county/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/glenn-county/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/glenn-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/inyo-county/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/inyo-county/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/inyo-county/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/inyo-county/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues","https://www.liquorlicenseagents.com/counties/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/","https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/","https://www.liquorlicenseagents.com/counties/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/","https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/","CHANGE TO SELF","its canonical target /counties/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/san-benito-county/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-benito-county/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/san-benito-county/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-benito-county/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/san-mateo-county/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-mateo-county/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/san-mateo-county/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/san-mateo-county/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/san-mateo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/santa-clara-county/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-clara-county/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/santa-clara-county/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-clara-county/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/santa-clara-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/santa-cruz-county/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-cruz-county/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/santa-cruz-county/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/santa-cruz-county/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/santa-cruz-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/shasta-county/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/shasta-county/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/shasta-county/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/shasta-county/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/shasta-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/solano-county/solano-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/solano-county/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/solano-county/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/solano-county/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/solano-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/ventura-county/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/ventura-county/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/ventura-county/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/ventura-county/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/ventura-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/counties/yolo-county/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/counties/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/yolo-county/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /counties/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/counties/yolo-county/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/counties/yolo-county/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /counties/yolo-county-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
