action,template,submitted_in_sitemap_now,canonical_target_becomes,hold_reason
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/laguna-woods/laguna-woods-type-47-license/,https://www.liquorlicenseagents.com/cities/laguna-woods-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/laguna-woods/laguna-woods-type-48-license/,https://www.liquorlicenseagents.com/cities/laguna-woods-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/laguna-woods/laguna-woods-type-57-license/,https://www.liquorlicenseagents.com/cities/laguna-woods-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lake-forest/lake-forest-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lake-forest-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lakewood-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-20-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-21-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-41-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-47-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-48-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-57-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lakewood/lakewood-type-61-license/,https://www.liquorlicenseagents.com/cities/lakewood-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lancaster/lancaster-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lancaster-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lawndale/lawndale-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lawndale-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lemon-grove/lemon-grove-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lemon-grove-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lomita/lomita-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lomita-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lompoc/lompoc-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lompoc-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/long-beach/long-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/long-beach-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-alamitos/los-alamitos-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/los-alamitos-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-02-winery-or-winegrower-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-02-winery-or-winegrower-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-20-liquor-license-for-beer-and-wine-off-sale/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-20-liquor-license-for-beer-and-wine-off-sale/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-21-full-liquor-license-for-liquor-stores/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-21-full-liquor-license-for-liquor-stores/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-23-small-beer-manufacturer-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-23-small-beer-manufacturer-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-40-on-sale-beer-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-40-on-sale-beer-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-41-beer-and-wine-eating-place-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-41-beer-and-wine-eating-place-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-41-beer-and-wine-license-for-restaurants/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-41-beer-and-wine-license-for-restaurants/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-42-on-sale-beer-and-wine-public-premises-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-42-on-sale-beer-and-wine-public-premises-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-47-full-liquor-license-for-restaurants/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-47-full-liquor-license-for-restaurants/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-48-full-liquor-license-for-bars-and-nightclubs/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-48-full-liquor-license-for-bars-and-nightclubs/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-75-on-sale-general-brewpub-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-75-on-sale-general-brewpub-license/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-85-limited-off-sale-wine-license/,https://www.liquorlicenseagents.com/cities/los-angeles-county-type-85-limited-off-sale-wine-license/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/los-angeles-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/lynwood/lynwood-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/lynwood-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/malibu-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-20-license/,https://www.liquorlicenseagents.com/cities/malibu-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-21-license/,https://www.liquorlicenseagents.com/cities/malibu-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-41-license/,https://www.liquorlicenseagents.com/cities/malibu-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-47-license/,https://www.liquorlicenseagents.com/cities/malibu-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-57-license/,https://www.liquorlicenseagents.com/cities/malibu-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/malibu/malibu-type-61-license/,https://www.liquorlicenseagents.com/cities/malibu-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/manhattan-beach/manhattan-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/manhattan-beach-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/maywood/maywood-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/maywood-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/mesa-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-1-license/,https://www.liquorlicenseagents.com/cities/mesa-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-10-license/,https://www.liquorlicenseagents.com/cities/mesa-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-11-license/,https://www.liquorlicenseagents.com/cities/mesa-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-12-license/,https://www.liquorlicenseagents.com/cities/mesa-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-6-license/,https://www.liquorlicenseagents.com/cities/mesa-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-7-license/,https://www.liquorlicenseagents.com/cities/mesa-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mesa/mesa-series-9-license/,https://www.liquorlicenseagents.com/cities/mesa-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-13ct-license/,https://www.liquorlicenseagents.com/cities/miami-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-2aps-license/,https://www.liquorlicenseagents.com/cities/miami-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-2cop-license/,https://www.liquorlicenseagents.com/cities/miami-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/miami-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/miami-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/miami-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/miami/miami-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/miami-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/mission-viejo/mission-viejo-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/mission-viejo-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/monrovia/monrovia-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/monrovia-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/montebello/montebello-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/montebello-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/monterey-park/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/moreno-valley/moreno-valley-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/moreno-valley-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/murrieta/murrieta-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/murrieta-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/national-city/national-city-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/national-city-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s to /cities/newport-beach/newport-beach-type-47-license/"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-20-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-21-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-41-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-47-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-48-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-57-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-type-61-license/,https://www.liquorlicenseagents.com/cities/newport-beach-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/norwalk-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-20-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-21-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-41-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-47-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-48-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-57-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/norwalk/norwalk-type-61-license/,https://www.liquorlicenseagents.com/cities/norwalk-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/oakland-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-20-license/,https://www.liquorlicenseagents.com/cities/oakland-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-21-license/,https://www.liquorlicenseagents.com/cities/oakland-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-41-license/,https://www.liquorlicenseagents.com/cities/oakland-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-47-license/,https://www.liquorlicenseagents.com/cities/oakland-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-48-license/,https://www.liquorlicenseagents.com/cities/oakland-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-57-license/,https://www.liquorlicenseagents.com/cities/oakland-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oakland/oakland-type-61-license/,https://www.liquorlicenseagents.com/cities/oakland-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/oceanside-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-20-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-21-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-41-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-47-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-48-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-57-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oceanside/oceanside-type-61-license/,https://www.liquorlicenseagents.com/cities/oceanside-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/ontario/ontario-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/ontario-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orange/city-of-orange-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/city-of-orange-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-13ct-license/,https://www.liquorlicenseagents.com/cities/orlando-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-2aps-license/,https://www.liquorlicenseagents.com/cities/orlando-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-2cop-license/,https://www.liquorlicenseagents.com/cities/orlando-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/orlando-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/orlando-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/orlando-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-cmb-license/,https://www.liquorlicenseagents.com/cities/orlando-cmb-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/orlando/orlando-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/orlando-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/oxnard-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-20-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-21-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-41-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-47-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-48-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-57-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/oxnard/oxnard-type-61-license/,https://www.liquorlicenseagents.com/cities/oxnard-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/palm-desert/palm-desert-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/palm-desert-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/palm-springs/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/palmdale/palmdale-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/palmdale-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/palo-alto/palo-alto-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/palo-alto-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/palos-verdes-estates/palos-verdes-estates-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/palos-verdes-estates-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/paramount/paramount-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/paramount-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/pasadena/pasadena-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/pasadena-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/peoria-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-1-license/,https://www.liquorlicenseagents.com/cities/peoria-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-10-license/,https://www.liquorlicenseagents.com/cities/peoria-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-11-license/,https://www.liquorlicenseagents.com/cities/peoria-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-12-license/,https://www.liquorlicenseagents.com/cities/peoria-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-6-license/,https://www.liquorlicenseagents.com/cities/peoria-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-7-license/,https://www.liquorlicenseagents.com/cities/peoria-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/peoria/peoria-series-9-license/,https://www.liquorlicenseagents.com/cities/peoria-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/phoenix-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-1-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-10-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-11-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-12-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-6-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-7-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/phoenix/phoenix-series-9-license/,https://www.liquorlicenseagents.com/cities/phoenix-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/pico-rivera/pico-rivera-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/pico-rivera-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/placentia/placentia-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/placentia-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/pomona/pomona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/pomona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-13ct-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-2aps-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-2cop-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/port-st-lucie/port-st-lucie-cmb-license/,https://www.liquorlicenseagents.com/cities/port-st-lucie-cmb-license/,""
